,Date,Temp
1680,1972-01-01,25.938
1681,1972-02-01,26.29000000000001
1682,1972-03-01,26.834
1683,1972-04-01,24.451999999999998
1684,1972-05-01,24.709
1685,1972-06-01,25.285
1686,1972-07-01,23.250999999999998
1687,1972-08-01,23.156
1688,1972-09-01,22.236
1689,1972-10-01,22.34
1690,1972-11-01,23.535
1691,1972-12-01,24.904
1692,1973-01-01,27.106
1693,1973-02-01,27.972
1694,1973-03-01,26.048
1695,1973-04-01,26.901999999999997
1696,1973-05-01,24.283
1697,1973-06-01,24.893
1698,1973-07-01,24.085
1699,1973-08-01,21.986
1700,1973-09-01,21.399
1701,1973-10-01,21.267
1702,1973-11-01,21.781
1703,1973-12-01,24.779
1704,1974-01-01,25.816
1705,1974-02-01,26.74
1706,1974-03-01,26.635
1707,1974-04-01,24.676
1708,1974-05-01,24.413
1709,1974-06-01,22.808000000000003
1710,1974-07-01,22.984
1711,1974-08-01,22.557
1712,1974-09-01,22.315
1713,1974-10-01,21.583
1714,1974-11-01,23.224
1715,1974-12-01,23.331
1716,1975-01-01,24.657
1717,1975-02-01,26.531
1718,1975-03-01,26.587
1719,1975-04-01,23.599
1720,1975-05-01,22.976
1721,1975-06-01,22.58
1722,1975-07-01,21.134
1723,1975-08-01,23.531
1724,1975-09-01,22.041
1725,1975-10-01,21.456
1726,1975-11-01,22.833
1727,1975-12-01,24.893
1728,1976-01-01,26.495
1729,1976-02-01,26.045
1730,1976-03-01,25.971
1731,1976-04-01,25.458
1732,1976-05-01,23.691
1733,1976-06-01,23.247
1734,1976-07-01,22.025
1735,1976-08-01,22.230999999999998
1736,1976-09-01,21.214000000000002
1737,1976-10-01,21.229
1738,1976-11-01,23.143
1739,1976-12-01,24.439
1740,1977-01-01,26.09
1741,1977-02-01,27.824
1742,1977-03-01,27.215999999999998
1743,1977-04-01,25.284
1744,1977-05-01,24.276
1745,1977-06-01,24.297
1746,1977-07-01,25.131999999999998
1747,1977-08-01,23.42
1748,1977-09-01,22.573
1749,1977-10-01,22.725
1750,1977-11-01,23.232
1751,1977-12-01,23.595
1752,1978-01-01,26.19
1753,1978-02-01,26.294
1754,1978-03-01,26.357
1755,1978-04-01,24.138
1756,1978-05-01,23.573
1757,1978-06-01,22.546
1758,1978-07-01,23.851
1759,1978-08-01,22.359
1760,1978-09-01,22.31600000000001
1761,1978-10-01,22.51
1762,1978-11-01,23.592
1763,1978-12-01,24.344
1764,1979-01-01,23.481
1765,1979-02-01,25.592
1766,1979-03-01,25.236
1767,1979-04-01,24.236
1768,1979-05-01,24.619
1769,1979-06-01,22.514
